Year,Country,Happiness Score,GDP per Capita,Life Expectancy,Freedom,Perceptions of corruption,Generosity,Region
2018.0,Turkmenistan,5.636,1.016,0.517,0.417,0.037,0.199,Central and Eastern Europe
2018.0,Hungary,5.62,1.171,0.732,0.259,0.022,0.061,Central and Eastern Europe
2018.0,Libya,5.566,0.985,0.553,0.496,0.148,0.116,Middle East and Northern Africa
2018.0,Philippines,5.524,0.775,0.513,0.643,0.105,0.12,Southeastern Asia
2018.0,Honduras,5.504,0.62,0.622,0.459,0.074,0.197,Latin America and Caribbean
2018.0,Belarus,5.483,1.039,0.7,0.307,0.154,0.101,Central and Eastern Europe
2018.0,Turkey,5.483,1.148,0.686,0.324,0.109,0.106,Middle East and Northern Africa
2018.0,Pakistan,5.472,0.652,0.424,0.334,0.113,0.216,Southern Asia
2018.0,Hong Kong,5.43,1.405,1.03,0.524,0.291,0.246,Eastern Asia
2018.0,Portugal,5.41,1.188,0.884,0.562,0.017,0.055,Western Europe
2018.0,Serbia,5.398,0.975,0.685,0.288,0.043,0.134,Central and Eastern Europe
2018.0,Greece,5.358,1.154,0.879,0.131,0.044,0.0,Western Europe
2018.0,Lebanon,5.358,0.965,0.785,0.503,0.136,0.214,Middle East and Northern Africa
2018.0,Montenegro,5.347,1.017,0.729,0.259,0.081,0.111,Central and Eastern Europe
2018.0,Croatia,5.321,1.115,0.737,0.38,0.039,0.12,Central and Eastern Europe
2018.0,Dominican Republic,5.302,0.982,0.614,0.578,0.106,0.12,Latin America and Caribbean
2018.0,Algeria,5.295,0.979,0.687,0.077,0.135,0.055,Middle East and Northern Africa
2018.0,Morocco,5.254,0.779,0.669,0.46,0.074,0.026,Middle East and Northern Africa
2018.0,China,5.246,0.989,0.799,0.597,0.103,0.029,Eastern Asia
2018.0,Azerbaijan,5.201,1.024,0.603,0.43,0.176,0.031,Central and Eastern Europe
2018.0,Tajikistan,5.199,0.474,0.598,0.292,0.034,0.187,Central and Eastern Europe
2018.0,Macedonia,5.185,0.959,0.691,0.394,0.052,0.173,Central and Eastern Europe
2018.0,Jordan,5.161,0.822,0.645,0.468,0.134,0.13,Middle East and Northern Africa
2018.0,Nigeria,5.155,0.689,0.048,0.462,0.032,0.201,Sub-Saharan Africa
2018.0,Kyrgyzstan,5.131,0.53,0.594,0.54,0.035,0.281,Central and Eastern Europe
2018.0,Bosnia and Herzegovina,5.129,0.915,0.758,0.28,0.0,0.216,Central and Eastern Europe
2018.0,Mongolia,5.125,0.914,0.575,0.395,0.032,0.253,Eastern Asia
2018.0,Vietnam,5.103,0.715,0.702,0.618,0.079,0.177,Southeastern Asia
2018.0,Indonesia,5.093,0.899,0.522,0.538,0.018,0.484,Southeastern Asia
2018.0,Bhutan,5.082,0.796,0.527,0.541,0.171,0.364,Southern Asia
2018.0,Somalia,4.982,0.0,0.115,0.674,0.282,0.238,Sub-Saharan Africa
2018.0,Cameroon,4.975,0.535,0.182,0.454,0.043,0.183,Sub-Saharan Africa
2018.0,Bulgaria,4.933,1.054,0.712,0.359,0.009,0.064,Central and Eastern Europe
2018.0,Nepal,4.88,0.425,0.539,0.526,0.078,0.302,Southern Asia
2018.0,Venezuela,4.806,0.996,0.657,0.133,0.052,0.056,Latin America and Caribbean
2018.0,Gabon,4.758,1.036,0.404,0.356,0.052,0.032,Sub-Saharan Africa
2018.0,Palestinian Territories,4.743,0.642,0.602,0.266,0.076,0.086,Middle East and Northern Africa
2018.0,South Africa,4.724,0.94,0.33,0.516,0.056,0.103,Sub-Saharan Africa
2018.0,Iran,4.707,1.059,0.691,0.459,0.129,0.282,Middle East and Northern Africa
2018.0,Ivory Coast,4.671,0.541,0.08,0.467,0.103,0.146,Sub-Saharan Africa
2018.0,Ghana,4.657,0.592,0.337,0.499,0.029,0.212,Sub-Saharan Africa
2018.0,Senegal,4.631,0.429,0.433,0.406,0.082,0.138,Sub-Saharan Africa
2018.0,Laos,4.623,0.72,0.441,0.626,0.174,0.23,Southeastern Asia
2018.0,Tunisia,4.592,0.9,0.69,0.271,0.063,0.04,Middle East and Northern Africa
2018.0,Albania,4.586,0.916,0.79,0.419,0.032,0.149,Central and Eastern Europe
2018.0,Sierra Leone,4.571,0.256,0.0,0.355,0.053,0.238,Sub-Saharan Africa
2018.0,Congo (Brazzaville),4.559,0.682,0.343,0.514,0.077,0.091,Sub-Saharan Africa
2018.0,Bangladesh,4.5,0.532,0.579,0.58,0.144,0.153,Southern Asia
2018.0,Sri Lanka,4.471,0.918,0.672,0.585,0.05,0.307,Southern Asia
2018.0,Iraq,4.456,1.01,0.536,0.304,0.095,0.148,Middle East and Northern Africa
2018.0,Mali,4.447,0.37,0.152,0.367,0.056,0.139,Sub-Saharan Africa
2018.0,Namibia,4.441,0.874,0.365,0.519,0.064,0.051,Sub-Saharan Africa
2018.0,Cambodia,4.433,0.549,0.457,0.696,0.065,0.256,Southeastern Asia
2018.0,Burkina Faso,4.424,0.314,0.254,0.312,0.128,0.175,Sub-Saharan Africa
2018.0,Egypt,4.419,0.885,0.553,0.312,0.107,0.092,Middle East and Northern Africa
2018.0,Mozambique,4.417,0.198,0.173,0.531,0.158,0.206,Sub-Saharan Africa
2018.0,Kenya,4.41,0.493,0.454,0.504,0.055,0.352,Sub-Saharan Africa
2018.0,Zambia,4.377,0.562,0.295,0.503,0.082,0.221,Sub-Saharan Africa
2018.0,Mauritania,4.356,0.557,0.292,0.129,0.093,0.134,Sub-Saharan Africa
2018.0,Ethiopia,4.35,0.308,0.391,0.452,0.146,0.22,Sub-Saharan Africa
2018.0,Georgia,4.34,0.853,0.643,0.375,0.215,0.038,Central and Eastern Europe
2018.0,Armenia,4.321,0.816,0.666,0.26,0.028,0.077,Central and Eastern Europe
2018.0,Myanmar,4.308,0.682,0.429,0.58,0.178,0.598,Southeastern Asia
2018.0,Chad,4.301,0.358,0.053,0.189,0.06,0.181,Sub-Saharan Africa
2018.0,Congo (Kinshasa),4.245,0.069,0.204,0.312,0.052,0.197,Sub-Saharan Africa
2018.0,India,4.19,0.721,0.485,0.539,0.093,0.172,Southern Asia
2018.0,Niger,4.166,0.131,0.221,0.39,0.099,0.175,Sub-Saharan Africa
2018.0,Uganda,4.161,0.322,0.237,0.45,0.061,0.259,Sub-Saharan Africa
2018.0,Benin,4.141,0.378,0.24,0.44,0.067,0.163,Sub-Saharan Africa
2018.0,Sudan,4.139,0.605,0.312,0.016,0.082,0.134,Sub-Saharan Africa
2018.0,Ukraine,4.103,0.793,0.609,0.163,0.011,0.187,Central and Eastern Europe
2018.0,Togo,3.999,0.259,0.253,0.434,0.101,0.158,Sub-Saharan Africa
2018.0,Guinea,3.964,0.344,0.211,0.394,0.094,0.185,Sub-Saharan Africa
2018.0,Lesotho,3.808,0.472,0.079,0.423,0.112,0.116,Sub-Saharan Africa
2018.0,Angola,3.795,0.73,0.269,0.0,0.061,0.079,Sub-Saharan Africa
2018.0,Madagascar,3.774,0.262,0.402,0.221,0.049,0.155,Sub-Saharan Africa
2018.0,Zimbabwe,3.692,0.357,0.248,0.406,0.099,0.132,Sub-Saharan Africa
2018.0,Afghanistan,3.632,0.332,0.255,0.085,0.036,0.191,Southern Asia
2018.0,Botswana,3.59,1.017,0.417,0.557,0.092,0.042,Sub-Saharan Africa
2018.0,Malawi,3.587,0.186,0.306,0.531,0.08,0.21,Sub-Saharan Africa
2018.0,Haiti,3.582,0.315,0.289,0.025,0.104,0.392,Latin America and Caribbean
2018.0,Liberia,3.495,0.076,0.267,0.419,0.03,0.206,Sub-Saharan Africa
2018.0,Syria,3.462,0.689,0.539,0.088,0.144,0.376,Middle East and Northern Africa
2018.0,Rwanda,3.408,0.332,0.4,0.636,0.444,0.2,Sub-Saharan Africa
2018.0,Yemen,3.355,0.442,0.343,0.244,0.064,0.083,Middle East and Northern Africa
2018.0,Tanzania,3.303,0.455,0.381,0.481,0.097,0.27,Sub-Saharan Africa
2018.0,South Sudan,3.254,0.337,0.177,0.112,0.106,0.224,Sub-Saharan Africa
2018.0,Central African Republic,3.083,0.024,0.01,0.305,0.038,0.218,Sub-Saharan Africa
2018.0,Burundi,2.905,0.091,0.145,0.065,0.076,0.149,Sub-Saharan Africa
2019.0,Finland,7.769,1.34,0.986,0.596,0.393,0.153,Western Europe
2019.0,Denmark,7.6,1.383,0.996,0.592,0.41,0.252,Western Europe
2019.0,Norway,7.554,1.488,1.028,0.603,0.341,0.271,Western Europe
2019.0,Iceland,7.494,1.38,1.026,0.591,0.118,0.354,Western Europe
2019.0,Netherlands,7.488,1.396,0.999,0.557,0.298,0.322,Western Europe
2019.0,Switzerland,7.48,1.452,1.052,0.572,0.343,0.263,Western Europe
2019.0,Sweden,7.343,1.387,1.009,0.574,0.373,0.267,Western Europe
2019.0,New Zealand,7.307,1.303,1.026,0.585,0.38,0.33,Australia and New Zealand
2019.0,Canada,7.278,1.365,1.039,0.584,0.308,0.285,North America
2019.0,Austria,7.246,1.376,1.016,0.532,0.226,0.244,Western Europe
2019.0,Australia,7.228,1.372,1.036,0.557,0.29,0.332,Australia and New Zealand
2019.0,Costa Rica,7.167,1.034,0.963,0.558,0.093,0.144,Latin America and Caribbean
2019.0,Israel,7.139,1.276,1.029,0.371,0.082,0.261,Middle East and Northern Africa
2019.0,Luxembourg,7.09,1.609,1.012,0.526,0.316,0.194,Western Europe
2019.0,United Kingdom,7.054,1.333,0.996,0.45,0.278,0.348,Western Europe
2019.0,Ireland,7.021,1.499,0.999,0.516,0.31,0.298,Western Europe
2019.0,Germany,6.985,1.373,0.987,0.495,0.265,0.261,Western Europe
2019.0,Belgium,6.923,1.356,0.986,0.473,0.21,0.16,Western Europe
2019.0,United States,6.892,1.433,0.874,0.454,0.128,0.28,North America
2019.0,Czech Republic,6.852,1.269,0.92,0.457,0.036,0.046,Central and Eastern Europe
2019.0,United Arab Emirates,6.825,1.503,0.825,0.598,0.182,0.262,Middle East and Northern Africa
2019.0,Malta,6.726,1.3,0.999,0.564,0.151,0.375,Western Europe
2019.0,Mexico,6.595,1.07,0.861,0.433,0.073,0.074,Latin America and Caribbean
2019.0,France,6.592,1.324,1.045,0.436,0.183,0.111,Western Europe
2019.0,Taiwan,6.446,1.368,0.914,0.351,0.097,0.242,Eastern Asia
2019.0,Chile,6.444,1.159,0.92,0.357,0.056,0.187,Latin America and Caribbean
2019.0,Guatemala,6.436,0.8,0.746,0.535,0.078,0.175,Latin America and Caribbean
2019.0,Saudi Arabia,6.375,1.403,0.795,0.439,0.132,0.08,Middle East and Northern Africa
2019.0,Qatar,6.374,1.684,0.871,0.555,0.167,0.22,Middle East and Northern Africa
2019.0,Spain,6.354,1.286,1.062,0.362,0.079,0.153,Western Europe
2019.0,Panama,6.321,1.149,0.91,0.516,0.054,0.109,Latin America and Caribbean
2019.0,Brazil,6.3,1.004,0.802,0.39,0.086,0.099,Latin America and Caribbean
2019.0,Uruguay,6.293,1.124,0.891,0.523,0.15,0.127,Latin America and Caribbean
2019.0,Singapore,6.262,1.572,1.141,0.556,0.453,0.271,Southeastern Asia
2019.0,El Salvador,6.253,0.794,0.789,0.43,0.074,0.093,Latin America and Caribbean
2019.0,Italy,6.223,1.294,1.039,0.231,0.03,0.158,Western Europe
2019.0,Bahrain,6.199,1.362,0.871,0.536,0.11,0.255,Middle East and Northern Africa
2019.0,Slovakia,6.198,1.246,0.881,0.334,0.014,0.121,Central and Eastern Europe
2019.0,Trinidad and Tobago,6.192,1.231,0.713,0.489,0.016,0.185,Latin America and Caribbean
2019.0,Poland,6.182,1.206,0.884,0.483,0.05,0.117,Central and Eastern Europe
2019.0,Uzbekistan,6.174,0.745,0.756,0.631,0.24,0.322,Central and Eastern Europe
2019.0,Lithuania,6.149,1.238,0.818,0.291,0.042,0.043,Central and Eastern Europe
2019.0,Colombia,6.125,0.985,0.841,0.47,0.034,0.099,Latin America and Caribbean
2019.0,Slovenia,6.118,1.258,0.953,0.564,0.057,0.144,Central and Eastern Europe
2019.0,Nicaragua,6.105,0.694,0.835,0.435,0.127,0.2,Latin America and Caribbean
2019.0,Kosovo,6.1,0.882,0.758,0.489,0.006,0.262,Central and Eastern Europe
2019.0,Argentina,6.086,1.092,0.881,0.471,0.05,0.066,Latin America and Caribbean
2019.0,Romania,6.07,1.162,0.825,0.462,0.005,0.083,Central and Eastern Europe
2019.0,Cyprus,6.046,1.263,1.042,0.406,0.041,0.19,Western Europe
2019.0,Ecuador,6.028,0.912,0.868,0.498,0.087,0.126,Latin America and Caribbean
2019.0,Kuwait,6.021,1.5,0.808,0.493,0.097,0.142,Middle East and Northern Africa
2019.0,Thailand,6.008,1.05,0.828,0.557,0.028,0.359,Southeastern Asia
2019.0,Latvia,5.94,1.187,0.812,0.264,0.064,0.075,Central and Eastern Europe
2019.0,South Korea,5.895,1.301,1.036,0.159,0.056,0.175,Eastern Asia
2019.0,Estonia,5.893,1.237,0.874,0.495,0.161,0.103,Central and Eastern Europe
2019.0,Jamaica,5.89,0.831,0.831,0.49,0.028,0.107,Latin America and Caribbean
2019.0,Mauritius,5.888,1.12,0.798,0.498,0.06,0.215,Sub-Saharan Africa
2019.0,Japan,5.886,1.327,1.088,0.445,0.14,0.069,Eastern Asia
2019.0,Honduras,5.86,0.642,0.828,0.507,0.078,0.246,Latin America and Caribbean
2019.0,Kazakhstan,5.809,1.173,0.729,0.41,0.096,0.146,Central and Eastern Europe
2019.0,Bolivia,5.779,0.776,0.706,0.511,0.064,0.137,Latin America and Caribbean
2019.0,Hungary,5.758,1.201,0.828,0.199,0.02,0.081,Central and Eastern Europe
2019.0,Paraguay,5.743,0.855,0.777,0.514,0.08,0.184,Latin America and Caribbean
2019.0,North Cyprus,5.718,1.263,1.042,0.417,0.162,0.191,Western Europe
2019.0,Peru,5.697,0.96,0.854,0.455,0.027,0.083,Latin America and Caribbean
2019.0,Portugal,5.693,1.221,0.999,0.508,0.025,0.047,Western Europe
2019.0,Pakistan,5.653,0.677,0.535,0.313,0.098,0.22,Southern Asia
2019.0,Russia,5.648,1.183,0.726,0.334,0.031,0.082,Central and Eastern Europe
2019.0,Philippines,5.631,0.807,0.657,0.558,0.107,0.117,Southeastern Asia
2019.0,Serbia,5.603,1.004,0.854,0.282,0.039,0.137,Central and Eastern Europe
2019.0,Moldova,5.529,0.685,0.739,0.245,0.0,0.181,Central and Eastern Europe
2019.0,Libya,5.525,1.044,0.673,0.416,0.152,0.133,Middle East and Northern Africa
2019.0,Montenegro,5.523,1.051,0.871,0.197,0.08,0.142,Central and Eastern Europe
2019.0,Tajikistan,5.467,0.493,0.718,0.389,0.144,0.23,Central and Eastern Europe
2019.0,Croatia,5.432,1.155,0.914,0.296,0.022,0.119,Central and Eastern Europe
2019.0,Hong Kong,5.43,1.438,1.122,0.44,0.287,0.258,Eastern Asia
2019.0,Dominican Republic,5.425,1.015,0.779,0.497,0.101,0.113,Latin America and Caribbean
2019.0,Bosnia and Herzegovina,5.386,0.945,0.845,0.212,0.006,0.263,Central and Eastern Europe
2019.0,Turkey,5.373,1.183,0.808,0.195,0.106,0.083,Middle East and Northern Africa
2019.0,Malaysia,5.339,1.221,0.828,0.508,0.024,0.26,Southeastern Asia
2019.0,Belarus,5.323,1.067,0.789,0.235,0.142,0.094,Central and Eastern Europe
2019.0,Greece,5.287,1.181,0.999,0.067,0.034,0.0,Western Europe
2019.0,Mongolia,5.285,0.948,0.667,0.317,0.038,0.235,Eastern Asia
2019.0,Macedonia,5.274,0.983,0.838,0.345,0.034,0.185,Central and Eastern Europe
2019.0,Nigeria,5.265,0.696,0.245,0.426,0.041,0.215,Sub-Saharan Africa
2019.0,Kyrgyzstan,5.261,0.551,0.723,0.508,0.023,0.3,Central and Eastern Europe
2019.0,Turkmenistan,5.247,1.052,0.657,0.394,0.028,0.244,Central and Eastern Europe
2019.0,Algeria,5.211,1.002,0.785,0.086,0.114,0.073,Middle East and Northern Africa
2019.0,Morocco,5.208,0.801,0.782,0.418,0.076,0.036,Middle East and Northern Africa
2019.0,Azerbaijan,5.208,1.043,0.769,0.351,0.182,0.035,Central and Eastern Europe
2019.0,Lebanon,5.197,0.987,0.815,0.216,0.027,0.166,Middle East and Northern Africa
2019.0,Indonesia,5.192,0.931,0.66,0.491,0.028,0.498,Southeastern Asia
2019.0,China,5.191,1.029,0.893,0.521,0.1,0.058,Eastern Asia
2019.0,Vietnam,5.175,0.741,0.851,0.543,0.073,0.147,Southeastern Asia
2019.0,Bhutan,5.082,0.813,0.604,0.457,0.167,0.37,Southern Asia
2019.0,Cameroon,5.044,0.549,0.331,0.381,0.037,0.187,Sub-Saharan Africa
2019.0,Bulgaria,5.011,1.092,0.815,0.311,0.004,0.081,Central and Eastern Europe
2019.0,Ghana,4.996,0.611,0.486,0.381,0.04,0.245,Sub-Saharan Africa
2019.0,Ivory Coast,4.944,0.569,0.232,0.352,0.09,0.154,Sub-Saharan Africa
2019.0,Nepal,4.913,0.446,0.677,0.439,0.089,0.285,Southern Asia
2019.0,Jordan,4.906,0.837,0.815,0.383,0.13,0.11,Middle East and Northern Africa
2019.0,Benin,4.883,0.393,0.397,0.349,0.082,0.175,Sub-Saharan Africa
2019.0,Congo (Brazzaville),4.812,0.673,0.508,0.372,0.093,0.105,Sub-Saharan Africa
2019.0,Gabon,4.799,1.057,0.571,0.295,0.055,0.043,Sub-Saharan Africa
2019.0,Laos,4.796,0.764,0.551,0.547,0.164,0.266,Southeastern Asia
2019.0,South Africa,4.722,0.96,0.469,0.389,0.055,0.13,Sub-Saharan Africa
2019.0,Albania,4.719,0.947,0.874,0.383,0.027,0.178,Central and Eastern Europe
2019.0,Venezuela,4.707,0.96,0.805,0.154,0.047,0.064,Latin America and Caribbean
2019.0,Cambodia,4.7,0.574,0.637,0.609,0.062,0.232,Southeastern Asia
2019.0,Palestinian Territories,4.696,0.657,0.672,0.225,0.066,0.103,Middle East and Northern Africa
2019.0,Senegal,4.681,0.45,0.571,0.292,0.072,0.153,Sub-Saharan Africa
2019.0,Somalia,4.668,0.0,0.268,0.559,0.27,0.243,Sub-Saharan Africa
2019.0,Namibia,4.639,0.879,0.477,0.401,0.056,0.07,Sub-Saharan Africa
2019.0,Niger,4.628,0.138,0.366,0.318,0.102,0.188,Sub-Saharan Africa
2019.0,Burkina Faso,4.587,0.331,0.38,0.255,0.113,0.177,Sub-Saharan Africa
2019.0,Armenia,4.559,0.85,0.815,0.283,0.064,0.095,Central and Eastern Europe
2019.0,Iran,4.548,1.1,0.785,0.305,0.125,0.27,Middle East and Northern Africa
2019.0,Guinea,4.534,0.38,0.375,0.332,0.086,0.207,Sub-Saharan Africa
2019.0,Georgia,4.519,0.886,0.752,0.346,0.164,0.043,Central and Eastern Europe
2019.0,Gambia,4.516,0.308,0.428,0.382,0.167,0.269,Sub-Saharan Africa
2019.0,Kenya,4.509,0.512,0.581,0.431,0.053,0.372,Sub-Saharan Africa
2019.0,Mauritania,4.49,0.57,0.489,0.066,0.088,0.106,Sub-Saharan Africa
2019.0,Mozambique,4.466,0.204,0.39,0.494,0.138,0.197,Sub-Saharan Africa
2019.0,Tunisia,4.461,0.921,0.815,0.167,0.055,0.059,Middle East and Northern Africa
2019.0,Bangladesh,4.456,0.562,0.723,0.527,0.143,0.166,Southern Asia
2019.0,Iraq,4.437,1.043,0.574,0.241,0.089,0.148,Middle East and Northern Africa
2019.0,Congo (Kinshasa),4.418,0.094,0.357,0.269,0.053,0.212,Sub-Saharan Africa
2019.0,Mali,4.39,0.385,0.308,0.327,0.052,0.153,Sub-Saharan Africa
2019.0,Sierra Leone,4.374,0.268,0.242,0.309,0.045,0.252,Sub-Saharan Africa
2019.0,Sri Lanka,4.366,0.949,0.831,0.47,0.047,0.244,Southern Asia
2019.0,Myanmar,4.36,0.71,0.555,0.525,0.172,0.566,Southeastern Asia
2019.0,Chad,4.35,0.35,0.192,0.174,0.078,0.198,Sub-Saharan Africa
2019.0,Ukraine,4.332,0.82,0.739,0.178,0.01,0.187,Central and Eastern Europe
2019.0,Ethiopia,4.286,0.336,0.532,0.344,0.1,0.209,Sub-Saharan Africa
2019.0,Swaziland,4.212,0.811,0.0,0.313,0.135,0.074,Sub-Saharan Africa
2019.0,Uganda,4.189,0.332,0.443,0.356,0.06,0.252,Sub-Saharan Africa
2019.0,Egypt,4.166,0.913,0.644,0.241,0.067,0.076,Middle East and Northern Africa
2019.0,Zambia,4.107,0.578,0.426,0.431,0.087,0.247,Sub-Saharan Africa
2019.0,Togo,4.085,0.275,0.41,0.293,0.085,0.177,Sub-Saharan Africa
2019.0,India,4.015,0.755,0.588,0.498,0.085,0.2,Southern Asia
2019.0,Liberia,3.975,0.073,0.443,0.37,0.033,0.233,Sub-Saharan Africa
2019.0,Comoros,3.973,0.274,0.505,0.142,0.078,0.275,Sub-Saharan Africa
2019.0,Madagascar,3.933,0.274,0.555,0.148,0.041,0.169,Sub-Saharan Africa
2019.0,Lesotho,3.802,0.489,0.168,0.359,0.093,0.107,Sub-Saharan Africa
2019.0,Burundi,3.775,0.046,0.38,0.22,0.18,0.176,Sub-Saharan Africa
2019.0,Zimbabwe,3.663,0.366,0.433,0.361,0.089,0.151,Sub-Saharan Africa
2019.0,Haiti,3.597,0.323,0.449,0.026,0.11,0.419,Latin America and Caribbean
2019.0,Botswana,3.488,1.041,0.538,0.455,0.1,0.025,Sub-Saharan Africa
2019.0,Syria,3.462,0.619,0.44,0.013,0.141,0.331,Middle East and Northern Africa
2019.0,Malawi,3.41,0.191,0.495,0.443,0.089,0.218,Sub-Saharan Africa
2019.0,Yemen,3.38,0.287,0.463,0.143,0.077,0.108,Middle East and Northern Africa
2019.0,Rwanda,3.334,0.359,0.614,0.555,0.411,0.217,Sub-Saharan Africa
2019.0,Tanzania,3.231,0.476,0.499,0.417,0.147,0.276,Sub-Saharan Africa
2019.0,Afghanistan,3.203,0.35,0.361,0.0,0.025,0.158,Southern Asia
2019.0,Central African Republic,3.083,0.026,0.105,0.225,0.035,0.235,Sub-Saharan Africa
2019.0,South Sudan,2.853,0.306,0.295,0.01,0.091,0.202,Sub-Saharan Africa
